Id,Title,OriginalTitle,FilePath,Year,Summary,Rating,Duration,Genres,TmdbId,TmdbPosterUrl,TmdbRating,TmdbOverview,MustDelete
3293,A Bárányok hallgatnak,The Silence of the Lambs,/data/movies/The.Silence.of.the.Lambs.1991.720p.REMASTERED.BluRay.DD5.1.x264.HuN-Nimphas/The.Silence.of.the.Lambs.1991.720p.REMASTERED.BluRay.DD5.1.x264.HuN-Nimphas.mkv,1991,"Dr. Hannibal ""Kannibál"" Lecter az egyik legveszedelmesebb pszichopata gyilkos. Évek óta szigorúan őrzött börtönben ül, de az FBI-nak most a segítségére van szüksége. Valaki ugyanis a módszereit utánozza, és remélik, hogy az őrült orvos segítségükre tud lenni. Clarice Starling különleges ügynök kapja a feladatot, hogy férkőzzön Dr. Lecter bizalmába, és próbálja meg rávenni a segítségre. Ám a dolog nem ilyen egyszerű: Dr. Lecter nem csak őrült, de hihetetlenül intelligens is, így Clarice-nek nincs könnyű dolga.",9.5,118794,Bűnügyi|Dráma,274,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,8.345,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",False
5301,A Csontember,The Bone Collector,/data/movies/A.csontember.1999.720p.Custom.BluRay.HUN.x264-capuletto/A.csontember-capuletto.mkv,1999,"A tökéletes rendőr gyors, mozgékony, biztos kezű: Lincoln Rhyme felügyelő viszont egy tragikus baleset következtében mozdulni se tud. Az egykori rendőr úgy érzi, véget ért számára az élet. Mindaddig, míg fel nem bukkan a városban egy őrült sorozatgyilkos, aki különös ravaszsággal bánik el áldozataival. Rhyme végre méltó ellenfélre akad és mert egyedül tehetetlen, partnert keres. Ameliát jelölik ki a felügyelővel való együttműködésre. A fiatal, tapasztalatlan rendőrnő kénytelen halálpontosan követni magatehetetlen társa utasításait. Egy emberként kell látniuk és dönteniük, mielőtt újra lecsap a magát Csontembernek nevező mániákus gyilkos.",3,117907,Rejtély|Dráma,9481,https://image.tmdb.org/t/p/w500/7atMCqRaDpAOnGsteTRm17zmvN3.jpg,6.796,"Lincoln Rhyme was the department's top homicide detective and leading expert in criminal forensics until an injury left him paralyzed, depressed, and incapable of working. But when a gruesome murder in Manhattan leaves detectives baffled, they call on Rhyme to help solve the mystery. Amelia Donaghy, a rookie cop whose quick thinking preserved a gruesome murder scene, is enlisted by Rhyme to be his on-the-scene forensics expert. With Amelia reluctantly acting as Rhyme's able-bodied go-between, the pair piece together cryptic clues the killer leaves behind at the scene of the crime, hoping to catch the grisly serial killer.",False
514,A Da Vinci-kód,The Da Vinci Code,/data/movies/The.Da.Vinci.Code.2006.THEATRiCAL.CUT.BluRay.720p.DTS.HUN.RETAiL.x264-Essence/snc-dvc.tc.mkv,2006,"A neves amerikai tudós, Robert Langdon éppen Párizsban tartózkodik, amikor az éjszaka közepén telefonon keresik. A Louvre egyik jól őrzött termében holtan találták a múzeum egyik kurátorát, és a rendőrség abban bízik, Langdon segíthet megfejteni a rejtélyt: az áldozat mellett ugyanis érthetetlennek tűnő jeleket találtak. A tudós akarata ellenére viharsebesen keveredik bele az eseményekbe: szakértőből hamarosan gyanúsított lesz, és kénytelen együtt menekülni a kurátor kiismerhetetlen unokájával. Nemsokára rájönnek, hogy két titkos egyházi társaság, a Sion testvérei és az Opus Dei harcába keveredtek bele: a harc talán több száz éve tart, tétje pedig az a titok, melynek megfejtése talán a Párizson, Londonon, kalandokon, titkokon, gyilkosságokon keresztülvezető hosszú út végén várja őket.",2.5,148765,Thriller|Rejtély,591,https://image.tmdb.org/t/p/w500/9ejKfNk0LBhSI9AahH4f9NJNZNM.jpg,6.725,"A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",False
236,A Függetlenség napja,Independence Day,/data/movies/Independence.Day.1996.READ.NFO.Remastered.EC.720p.BluRay.DD5.1.x264.HuN-HyperX/independenceday-ec-720p-hyperx.mkv,1996,"Hatalmas űrhajók jelennek meg a semmiből és borítják árnyékba a világ fővárosait. Az emberiség örömünnepre készül, de az idegeneknek más szándékai vannak: elsöprő túlerejükkel és lenyűgöző technikai fölényükkel mindenestül el akarják pusztítani a földi civilizációt.",6.9,153556,Action|Adventure,602,https://image.tmdb.org/t/p/w500/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,6.901,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",False
226,A Grincs,How the Grinch Stole Christmas,/data/movies/How.The.Grinch.Stole.Christmas.2000.720p.BluRay.DD5.1.x264.HuN-TRiNiTY/how.the.grinch.stole.christmas.720p-trinity.mkv,2000,"Egy aprócska hópihében, a havas táj rejtekében bújik meg Kifalva, a pisze orrú Kik birodalma. A Kik kedvenc ünnepe a Karácsony, lázasan készülődnek hát a Szentséges Éjre. Az utcák és a házak díszben állnak, mindenki ajándékokért rohangál. A kis Cindy nem érti, minek ez a nagy felhajtás...Ám van valaki, aki ferde szemmel nézi a nagy nyüzsgést. Elég a nevét kimondani, és máris a hideg futkos minden Ki hátán. Fenn lakik a közeli Kobak-hegyen, a barlangjában, ki nem állhatja a Karácsonyt. Ő a Grincs! A kis Cindy azonban nem hisz a Grincsről szóló legendáknak, és azt akarja, hogy a rettegett zöld mumust válasszák meg Kifalva Karácsonyi Mókamajszterének. Felkerekedik hát, hogy ő maga adja át a meghívót a mogorva, morc manónak.",5,105051,Családi|Vígjáték,8871,https://image.tmdb.org/t/p/w500/1WZbbPApEivA421gCOluuzMMKCk.jpg,6.78,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,False
2796,A Maszk,The Mask,/data/movies/The.Mask.1994.READ.NFO.720p.BluRay.DTS.x264.HuN-CRLS/crls-the.mask.720p.mkv,1994,"Stanley Ipkiss igazán szánalmas, kétbalkezes figura! Bármibe fog, az homlokegyenest ellenkezőleg sül el. De csak addig, amíg rá nem vigyorog a bandzsa szerencse egy ősi maszk képében. Elegendő, ha az arcára húzza és Stanley Ipkiss többé nem az, aki volt! Új énje szórakoztató, szívdöglesztő, akinek minden trükk a kisujjában van. Ám hamarosan a maszk új gazdához kerül, aki korántsem ilyen szórakoztató, s azt tervezi, hogy emberfeletti erejével uralma alá hajtja a várost. A kétbalkezes Stanley kénytelen akcióba lépni.",8.1,101205,Vígjáték|Romantikus,854,https://image.tmdb.org/t/p/w500/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,6.979,"Stanley Ipkiss, an insecure banker who has lost his zest for life stumbles upon an ancient mask, that turns him into a confident suave cartoon-like character who upsets his ordinary life.",False
14,A Nagy Füzet,,/data/movies/A nagy füzet/A nagy füzet.mkv,2013,"A film a második világháború idején egy határszéli faluban a nagymamájuknál nevelkedő és a könyörtelen világban túlélni igyekvő ikerpár megrázó története. A gyerekeknek egyedül kell megtanulniuk mindent, ami a túléléshez szükséges. Magányosan, éhezve és fázva vezetik naplójukat a nagy füzetbe. Följegyzik, mit láttak, mit hallottak, mit tettek, mit tanultak. Ugyan életben maradnak, de szívük megkeményedik, testük megedződik. A nagy füzet posztmodern háborúellenes dráma, nagyhatású parabola arról, milyen pusztító hatással van a háború a gyermeki pszichére.",6.6,107745,Dráma|Háborús,199615,https://image.tmdb.org/t/p/w500/sUHTCB2mwaPhkwHUxGKp7OJ3M8s.jpg,6.5,"In a village on the Hungarian border, two young brothers grow up during war time with their cruel grandmother and must learn every trick of evil to survive in the absurd world of adults.",False
525,A Notre Dame-i toronyőr,The Hunchback of Notre Dame,/data/movies/The.Hunchback.of.Notre.Dame.1996.HUN.1080p.BluRay.Remux.AVC.DTS-HD.MA.5.1-DeeMoN/The.Hunchback.of.Notre.Dame.1996.HUN.1080p.BluRay.Remux.AVC.DTS-HD.MA.5.1-DeeMoN.mkv,1996,"A Bolondok Napjára Párizs megtelik zenével, dallal, vidámsággal és kalanddal! Magasan Párizs fölött, egy zegzugos harangtoronyban él a melegszívű Quasimodo, vidám kőbarátaival. A gonosz Frollo, a Notre- Dame szigorú ura megtiltotta, hogy púpos harangozója valaha is leereszkedjék a városba, de ő a Bolondok Napján végre összeszedi a bátorságát és elindul a lenti, ismeretlen világba. A gyönyörű cigánylány, Esmeralda (és bumfordi kecskéje) segítsége nélkül valószínűleg nem élné túl ezt a kalandot?",8,90835,Családi|Animációs,10545,https://image.tmdb.org/t/p/w500/hImMgT9B27evYSRmfztqdDtX6qi.jpg,7.1,"Isolated bell-ringer Quasimodo wishes to leave Notre Dame tower against the wishes of Judge Claude Frollo, his stern guardian and Paris' strait-laced Minister of Justice. His first venture to the outside world finds him Esmeralda, a kind-hearted and fearless Romani woman who openly stands up to Frollo's tyranny.",False
5971,A Pusztító,Demolition Man,/data/movies/Demolition.Man.1993.720p.BluRay.DTS.x264.HuN-TRiNiTY/dm.720p-trinity.mkv,1993,"Phoenix, Los Angeles legelvetemültebb bűnözője összetűzésbe kerül minden idők legbrutálisabb zsarujával, Spartannal. Bár a harc döntetlennel ér véget, mindketten Kalifornia kirogenikus börtönébe kerülnek, ahol mélyfagyasztott állapotban várják büntetésük végét. 2032-ben azonban a tökéletesen erőszakmentes társadalomban Phoenix kiszabadul és ismét pokoli időszak köszönt a városra, melynek irányítói rövidesen belátják, csak egy ember képes megfékezni a fékevesztett terminátort: a nála is durvább Pusztító.",6.7,115070,Action|Sci-Fi,9739,https://image.tmdb.org/t/p/w500/dq6AmlVFo92PRuoLCcIyFdoRuxf.jpg,6.751,"In 1996, brash L.A. detective John Spartan and maniac killer Simon Phoenix are both sentenced to decades in a cryogenic prison as punishment for a rescue mission gone wrong. When Phoenix escapes 36 years later to wreak havoc on the future, Spartan is awakened to capture his nemesis the old-fashioned way.",False
7653,"A Red Hot Chili Peppers felemelkedése: Testvérünk, Hillel","The Rise of the Red Hot Chili Peppers: Our Brother, Hillel",/data/movies/The.Rise.of.the.Red.Hot.Chili.Peppers.Our.Brother.Hillel.2026.1080p.NF.WEB-DL.DV.HDR.DDP5.1.Atmos.H.265.HUN-FULCRUM/fulcrum-trotrhcpobh.2026.1080p.dvhdr.mkv,2026,"A Netflix március 20-án mutatja be a „The Rise of the Red Hot Chili Peppers” című dokumentumfilmet, amely a zenekar korai éveit és felemelkedését mutatja be. A film középpontjában az alapító tagok barátsága, valamint az eredeti gitáros, Hillel Slovak meghatározó szerepe áll. A filmben Flea és Anthony Kiedis is megszólal, és személyes történeteken keresztül mesélnek a banda indulásáról. A film ritka, bensőséges betekintést nyújt a világsikerhez vezető útba, és bemutatja, hogyan vált a Red Hot Chili Peppers az egyik legsikeresebb rockzenekarrá. (Csillag Lajos)",0,95416,Dokumentum|Történelmi,1482168,https://image.tmdb.org/t/p/w500/y9hHoO3eB7l3ZjYUZoJUJpZW22V.jpg,7.265,Explore the formative years of the Red Hot Chili Peppers and the profound influence of original bandmate Hillel Slovak.,False
3292,A Remény rabjai,The Shawshank Redemption,/data/movies/The.Shawshank.Redemption.1994.REMASTERED.720p.BluRay.x264-CiNEPHiLiA/the.shawshank.redemption.1994.remastered.720p.bluray.x264-cinephilia.mkv,1994,"1946-ban egy Andy Dufresne nevű bankárt - noha makacsul hangoztatja ártatlanságát - kettős gyilkosság elkövetése miatt életfogytiglani börtönbüntetésre ítélnek. Dufresne egy Maine állambeli büntetés-végrehajtó intézetbe kerül és hamar meg kell ismerkedjen a börtönélet kegyetlen mindennapjaival, a szadista börtönszemélyzettel, a szinte elállatiasodott rabokkal. Azonban Andy nem törik meg. A bankéletben szerzett tapasztalatai segítségével elnyeri az őrök kegyét és azzal, hogy elvállalja egyik rabtársa illegális akcióiból származó bevételeinek könyvelését, kivívja ""társai"" elismerését is. Cserébe viszont lehetőséget kap a börtön könyvtárának a fejlesztésére, ezzel némi emberi méltóságot csempészve a keserű körülmények között élő rabok mindennapjaiba.",8.9,142542,Dráma|Bűnügyi,278,https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,8.718,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",False
6188,A Sakál,The Jackal,/data/movies/The.Jackal.1997.720p.BluRay.DTS.x264.HuN-TRiNiTY/The.Jackal.1997.720p.BluRay.DTS.x264.HuN-TRiNiTY.mkv,1997,"A moszkvai rendőrségi akció során, melyben az FBI néhány embere is részt vesz, megölik a keresztapa testvérét. A maffia ura szörnyű bosszút esküszik, el akarja tetetni láb alól az amerikai elnök feleségét. Felbéreli a világ legprofibb bérgyilkosát, akit csak Sakál néven ismernek. Carter Preston, az FBI igazgatóhelyettese az orosz rendőrtiszttel, Valentina Koslovával közösen ered a fantom nyomába. Hamarosan rájönnek, hogy csak úgy férkőzhetnek a férfi közelébe, ha annak egykori társához, Declan Mulqueenhez, a börtönben ülő IRA terroristához fordulnak segítségért.",2.4,124322,Bűnügyi|Action,4824,https://image.tmdb.org/t/p/w500/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg,6.381,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",False
6189,A Sakál napja,The Day of the Jackal,/data/movies/A.Sakal.napja.1973.HUN.720p.BluRay.x264-TOXI/A.Sakal.napja.1973.HUN.720p.BluRay.x264-TOXI.mkv,1973,"Egy földalatti félkatonai szervezet merényletet tervez a francia elnök ellen, tiltakozásul az algériai háborúban játszott szerepe miatt. A profi testőrség által kiemelten védett De Gaulle meggyilkolása lehetetlen feladatnak tűnik, de akad egy bérgyilkos, aki ennek ellenére vállalja a munkát. A titokzatos Sakált senki nem látta még, igazi személyazonosságát senki nem ismeri. A rendőrség informátorainak köszönhetően időben tudomást szerez a tervezett merényletről. Az egyik legmegszállottabb nyomozót, Lebelt állítják rá az ügyre. Versenyfutás kezdődik az idővel. Miközben Lebel lényegtelennek tűnő, apró nyomok segítségével próbálja megfejteni, mire készül a Sakál és kit is üldöznek egyáltalán, addig a gyilkos szokásos precizitásával tervezi a rajtaütés pillanatát.",9.1,142504,Action|Thriller,4909,https://image.tmdb.org/t/p/w500/vThgcb3JOj99yETg8WChuci4LV2.jpg,7.523,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",False
519,A Szökevény,The Fugitive,/data/movies/The.Fugitive.1993.720p.RETAiL.BluRay.DTS.x264.HuN-TRiNiTY/the.fugitive.720p-trinity.mkv,1993,"A jóhírű Dr. Richard Kimble élete gyökeresen megváltozik, amikor feleségét holtan találja. Kimble hiába áll elő látszólag perdöntő bizonyítékkal, mint a gyilkosság első számú gyanúsítottját, perbe fogják és halálra ítélik. Richardnak azonban sikerül megszöknie. Halálos menekülés veszi kezdetét, ahol a mindenre elszánt orvos nemcsak a sarkában loholó rendőrökkel és az FBI-különleges ügynökével, Gerarddal fut versenyt, de az igazsággal is. És ahogy közeledik a végkifejlet, úgy válik az igazság egyre hihetetlenebbé, sőt rettentővé.",9.6,130294,Action|Thriller,5503,https://image.tmdb.org/t/p/w500/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,7.472,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",False
531,A Tökéletes trükk,The Prestige,/data/movies/The.Prestige.2006.READ.NFO.BDRiP.x264.HuN-Essence/THE.PRESTIGE.mkv,2006,"A bűvészek a múlt századforduló Londonjának legnagyobb sztárjai. Két fiatal varázsló van feljövőben. A feltűnő és kifinomult Robert Angier a közönség kedvence. A kissé bárdolatlan, egyszerű Alfred Borden viszont igazi géniusz, de hiányzik belőle az a képesség, hogy lebilincselje nézőközönségét. Eleinte barátsággal és tisztelettel viseltetnek egymás iránt, de mikor a nagy mutatványuk rosszul sül el, egy életre ellenséggé válnak. Ettől kezdve legfőbb vágyuk, hogy legyőzzék a másikat. Minden trükk és minden fellépés egyre fokozza a gyilkos versenyt közöttük.",7.7,130496,Dráma|Rejtély,1124,https://image.tmdb.org/t/p/w500/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,8.207,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",False
